docno,text
774,"Dex Number: #0774 Minior Rock · Flying Name: Minior Type: Rock, Flying Description: Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
775,"Dex Number: #0775 Komala Normal Name: Komala Type: Normal Description: It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
776,"Dex Number: #0776 Turtonator Fire · Dragon Name: Turtonator Type: Fire, Dragon Description: The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point."
777,"Dex Number: #0777 Togedemaru Electric · Steel Name: Togedemaru Type: Electric, Steel Description: The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers."
778,"Dex Number: #0778 Mimikyu Ghost · Fairy Name: Mimikyu Type: Ghost, Fairy Description: After going to all the effort of disguising itself, its neck was broken. Whatever is inside is probably unharmed, but it’s still feeling sad."
779,"Dex Number: #0779 Bruxish Water · Psychic Name: Bruxish Type: Water, Psychic Description: When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area."
780,"Dex Number: #0780 Drampa Normal · Dragon Name: Drampa Type: Normal, Dragon Description: It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath."
781,"Dex Number: #0781 Dhelmise Ghost · Grass Name: Dhelmise Type: Ghost, Grass Description: Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body."
782,Dex Number: #0782 Jangmo-o Dragon Name: Jangmo-o Type: Dragon Description: It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.
783,"Dex Number: #0783 Hakamo-o Dragon · Fighting Name: Hakamo-o Type: Dragon, Fighting Description: It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds."
784,"Dex Number: #0784 Kommo-o Dragon · Fighting Name: Kommo-o Type: Dragon, Fighting Description: When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic."
785,"Dex Number: #0785 Tapu Koko Electric · Fairy Name: Tapu Koko Type: Electric, Fairy Description: This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body."
786,"Dex Number: #0786 Tapu Lele Psychic · Fairy Name: Tapu Lele Type: Psychic, Fairy Description: This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy."
787,"Dex Number: #0787 Tapu Bulu Grass · Fairy Name: Tapu Bulu Type: Grass, Fairy Description: It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth."
788,"Dex Number: #0788 Tapu Fini Water · Fairy Name: Tapu Fini Type: Water, Fairy Description: The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy."
789,Dex Number: #0789 Cosmog Psychic Name: Cosmog Type: Psychic Description: Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.
790,"Dex Number: #0790 Cosmoem Psychic Name: Cosmoem Type: Psychic Description: Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars."
791,"Dex Number: #0791 Solgaleo Psychic · Steel Name: Solgaleo Type: Psychic, Steel Description: It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday."
792,"Dex Number: #0792 Lunala Psychic · Ghost Name: Lunala Type: Psychic, Ghost Description: It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world."
793,"Dex Number: #0793 Nihilego Rock · Poison Name: Nihilego Type: Rock, Poison Description: One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent."
794,"Dex Number: #0794 Buzzwole Bug · Fighting Name: Buzzwole Type: Bug, Fighting Description: This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear."
795,"Dex Number: #0795 Pheromosa Bug · Fighting Name: Pheromosa Type: Bug, Fighting Description: One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds."
796,"Dex Number: #0796 Xurkitree Electric Name: Xurkitree Type: Electric Description: One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses."
797,"Dex Number: #0797 Celesteela Steel · Flying Name: Celesteela Type: Steel, Flying Description: It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed."
798,"Dex Number: #0798 Kartana Grass · Steel Name: Kartana Type: Grass, Steel Description: This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself."
799,"Dex Number: #0799 Guzzlord Dark · Dragon Name: Guzzlord Type: Dark, Dragon Description: It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts."
800,"Dex Number: #0800 Necrozma Psychic Name: Necrozma Type: Psychic Description: Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times."
801,"Dex Number: #0801 Magearna Steel · Fairy Name: Magearna Type: Steel, Fairy Description: This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak."
802,"Dex Number: #0802 Marshadow Fighting · Ghost Name: Marshadow Type: Fighting, Ghost Description: Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth."
803,Dex Number: #0803 Poipole Poison Name: Poipole Type: Poison Description: This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
804,"Dex Number: #0804 Naganadel Poison · Dragon Name: Naganadel Type: Poison, Dragon Description: It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs."
805,"Dex Number: #0805 Stakataka Rock · Steel Name: Stakataka Type: Rock, Steel Description: It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other."
806,"Dex Number: #0806 Blacephalon Fire · Ghost Name: Blacephalon Type: Fire, Ghost Description: It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast."
807,"Dex Number: #0807 Zeraora Electric Name: Zeraora Type: Electric Description: It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
808,"Dex Number: #0808 Meltan Steel Name: Meltan Type: Steel Description: It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
809,"Dex Number: #0809 Melmetal Steel Name: Melmetal Type: Steel Description: Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years."
810,"Dex Number: #0810 Grookey Grass Name: Grookey Type: Grass Description: When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
811,"Dex Number: #0811 Thwackey Grass Name: Thwackey Type: Grass Description: The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
812,"Dex Number: #0812 Rillaboom Grass Name: Rillaboom Type: Grass Description: By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
813,"Dex Number: #0813 Scorbunny Fire Name: Scorbunny Type: Fire Description: A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
814,Dex Number: #0814 Raboot Fire Name: Raboot Type: Fire Description: Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
815,"Dex Number: #0815 Cinderace Fire Name: Cinderace Type: Fire Description: It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
816,"Dex Number: #0816 Sobble Water Name: Sobble Type: Water Description: When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
817,"Dex Number: #0817 Drizzile Water Name: Drizzile Type: Water Description: A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
818,"Dex Number: #0818 Inteleon Water Name: Inteleon Type: Water Description: It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
819,"Dex Number: #0819 Skwovet Normal Name: Skwovet Type: Normal Description: Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
820,"Dex Number: #0820 Greedent Normal Name: Greedent Type: Normal Description: It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
821,"Dex Number: #0821 Rookidee Flying Name: Rookidee Type: Flying Description: It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
822,"Dex Number: #0822 Corvisquire Flying Name: Corvisquire Type: Flying Description: Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
823,"Dex Number: #0823 Corviknight Flying · Steel Name: Corviknight Type: Flying, Steel Description: This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe."
824,"Dex Number: #0824 Blipbug Bug Name: Blipbug Type: Bug Description: A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
825,"Dex Number: #0825 Dottler Bug · Psychic Name: Dottler Type: Bug, Psychic Description: It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
826,"Dex Number: #0826 Orbeetle Bug · Psychic Name: Orbeetle Type: Bug, Psychic Description: It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
827,"Dex Number: #0827 Nickit Dark Name: Nickit Type: Dark Description: Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
828,"Dex Number: #0828 Thievul Dark Name: Thievul Type: Dark Description: It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
829,"Dex Number: #0829 Gossifleur Grass Name: Gossifleur Type: Grass Description: It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
830,Dex Number: #0830 Eldegoss Grass Name: Eldegoss Type: Grass Description: The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
831,"Dex Number: #0831 Wooloo Normal Name: Wooloo Type: Normal Description: Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
832,"Dex Number: #0832 Dubwool Normal Name: Dubwool Type: Normal Description: Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
833,Dex Number: #0833 Chewtle Water Name: Chewtle Type: Water Description: Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
834,"Dex Number: #0834 Drednaw Water · Rock Name: Drednaw Type: Water, Rock Description: With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
835,"Dex Number: #0835 Yamper Electric Name: Yamper Type: Electric Description: This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
836,Dex Number: #0836 Boltund Electric Name: Boltund Type: Electric Description: This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
837,"Dex Number: #0837 Rolycoly Rock Name: Rolycoly Type: Rock Description: Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
838,"Dex Number: #0838 Carkol Rock · Fire Name: Carkol Type: Rock, Fire Description: It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region."
839,"Dex Number: #0839 Coalossal Rock · Fire Name: Coalossal Type: Rock, Fire Description: It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
840,"Dex Number: #0840 Applin Grass · Dragon Name: Applin Type: Grass, Dragon Description: It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
841,"Dex Number: #0841 Flapple Grass · Dragon Name: Flapple Type: Grass, Dragon Description: It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
842,"Dex Number: #0842 Appletun Grass · Dragon Name: Appletun Type: Grass, Dragon Description: Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
843,"Dex Number: #0843 Silicobra Ground Name: Silicobra Type: Ground Description: As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
844,"Dex Number: #0844 Sandaconda Ground Name: Sandaconda Type: Ground Description: When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
845,"Dex Number: #0845 Cramorant Flying · Water Name: Cramorant Type: Flying, Water Description: It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
846,"Dex Number: #0846 Arrokuda Water Name: Arrokuda Type: Water Description: If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw."
847,"Dex Number: #0847 Barraskewda Water Name: Barraskewda Type: Water Description: This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
848,"Dex Number: #0848 Toxel Electric · Poison Name: Toxel Type: Electric, Poison Description: It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows."
849,"Dex Number: #0849 Toxtricity Electric · Poison Name: Toxtricity Type: Electric, Poison Description: When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity."
850,"Dex Number: #0850 Sizzlipede Fire · Bug Name: Sizzlipede Type: Fire, Bug Description: It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot."
851,"Dex Number: #0851 Centiskorch Fire · Bug Name: Centiskorch Type: Fire, Bug Description: When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies."
852,"Dex Number: #0852 Clobbopus Fighting Name: Clobbopus Type: Fighting Description: It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land."
853,Dex Number: #0853 Grapploct Fighting Name: Grapploct Type: Fighting Description: A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.
854,"Dex Number: #0854 Sinistea Ghost Name: Sinistea Type: Ghost Description: The swirl pattern in this Pokémon’s body is its weakness. If it gets stirred, the swirl loses its shape, and Sinistea gets dizzy."
855,Dex Number: #0855 Polteageist Ghost Name: Polteageist Type: Ghost Description: Trainers Polteageist trusts will be allowed to experience its distinctive flavor and aroma firsthand by sampling just a tiny bit of its tea.
856,"Dex Number: #0856 Hatenna Psychic Name: Hatenna Type: Psychic Description: Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you."
857,"Dex Number: #0857 Hattrem Psychic Name: Hattrem Type: Psychic Description: No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently."
858,"Dex Number: #0858 Hatterene Psychic · Fairy Name: Hatterene Type: Psychic, Fairy Description: It emits psychic power strong enough to cause headaches as a deterrent to the approach of others."
859,"Dex Number: #0859 Impidimp Dark · Fairy Name: Impidimp Type: Dark, Fairy Description: Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy."
860,"Dex Number: #0860 Morgrem Dark · Fairy Name: Morgrem Type: Dark, Fairy Description: When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair."
861,"Dex Number: #0861 Grimmsnarl Dark · Fairy Name: Grimmsnarl Type: Dark, Fairy Description: With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp."
862,"Dex Number: #0862 Obstagoon Dark · Normal Name: Obstagoon Type: Dark, Normal Description: Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct."
863,Dex Number: #0863 Perrserker Steel Name: Perrserker Type: Steel Description: What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.
864,Dex Number: #0864 Cursola Ghost Name: Cursola Type: Ghost Description: Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.
865,"Dex Number: #0865 Sirfetch'd Fighting Name: Sirfetch'd Type: Fighting Description: Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat."
866,"Dex Number: #0866 Mr. Rime Ice · Psychic Name: Mr. Rime Type: Ice, Psychic Description: It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements."
867,"Dex Number: #0867 Runerigus Ground · Ghost Name: Runerigus Type: Ground, Ghost Description: A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move."
868,Dex Number: #0868 Milcery Fairy Name: Milcery Type: Fairy Description: This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.
869,"Dex Number: #0869 Alcremie Fairy Name: Alcremie Type: Fairy Description: The moment it evolved, it took on a bitter flavor. This is because of the way its cells spontaneously shifted during evolution."
870,"Dex Number: #0870 Falinks Fighting Name: Falinks Type: Fighting Description: Five of them are troopers, and one is the brass. The brass’s orders are absolute."
871,"Dex Number: #0871 Pincurchin Electric Name: Pincurchin Type: Electric Description: It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines."
872,"Dex Number: #0872 Snom Ice · Bug Name: Snom Type: Ice, Bug Description: It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps."
873,"Dex Number: #0873 Frosmoth Ice · Bug Name: Frosmoth Type: Ice, Bug Description: Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit."
874,"Dex Number: #0874 Stonjourner Rock Name: Stonjourner Type: Rock Description: It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks."
875,Dex Number: #0875 Eiscue Ice Name: Eiscue Type: Ice Description: It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.
876,"Dex Number: #0876 Indeedee Psychic · Normal Name: Indeedee Type: Psychic, Normal Description: It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need."
877,"Dex Number: #0877 Morpeko Electric · Dark Name: Morpeko Type: Electric, Dark Description: As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity."
878,"Dex Number: #0878 Cufant Steel Name: Cufant Type: Steel Description: It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all."
879,Dex Number: #0879 Copperajah Steel Name: Copperajah Type: Steel Description: They came over from another region long ago and worked together with humans. Their green skin is resistant to water.
880,"Dex Number: #0880 Dracozolt Electric · Dragon Name: Dracozolt Type: Electric, Dragon Description: In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources."
881,"Dex Number: #0881 Arctozolt Electric · Ice Name: Arctozolt Type: Electric, Ice Description: The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around."
882,"Dex Number: #0882 Dracovish Water · Dragon Name: Dracovish Type: Water, Dragon Description: Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction."
883,"Dex Number: #0883 Arctovish Water · Ice Name: Arctovish Type: Water, Ice Description: Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head."
884,"Dex Number: #0884 Duraludon Steel · Dragon Name: Duraludon Type: Steel, Dragon Description: Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily."
885,"Dex Number: #0885 Dreepy Dragon · Ghost Name: Dreepy Type: Dragon, Ghost Description: After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas."
886,"Dex Number: #0886 Drakloak Dragon · Ghost Name: Drakloak Type: Dragon, Ghost Description: It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve."
887,"Dex Number: #0887 Dragapult Dragon · Ghost Name: Dragapult Type: Dragon, Ghost Description: When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles."
888,"Dex Number: #0888 Zacian Fairy Name: Zacian Type: Fairy Description: Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle."
889,"Dex Number: #0889 Zamazenta Fighting Name: Zamazenta Type: Fighting Description: In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle."
890,"Dex Number: #0890 Eternatus Poison · Dragon Name: Eternatus Type: Poison, Dragon Description: The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active."
891,Dex Number: #0891 Kubfu Fighting Name: Kubfu Type: Fighting Description: Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.
892,"Dex Number: #0892 Urshifu Fighting · Dark Name: Urshifu Type: Fighting, Dark Description: People call it the embodiment of rage. It’s said that this Pokémon’s terrifying expression and shout will rid the world of malevolence."
893,"Dex Number: #0893 Zarude Dark · Grass Name: Zarude Type: Dark, Grass Description: Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it."
894,Dex Number: #0894 Regieleki Electric Name: Regieleki Type: Electric Description: This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.
895,Dex Number: #0895 Regidrago Dragon Name: Regidrago Type: Dragon Description: An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.
896,"Dex Number: #0896 Glastrier Ice Name: Glastrier Type: Ice Description: Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force."
897,Dex Number: #0897 Spectrier Ghost Name: Spectrier Type: Ghost Description: It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.
898,"Dex Number: #0898 Calyrex Psychic · Grass Name: Calyrex Type: Psychic, Grass Description: Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore."
899,"Dex Number: #0899 Wyrdeer Normal · Psychic Name: Wyrdeer Type: Normal, Psychic Description: The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing."
900,"Dex Number: #0900 Kleavor Bug · Rock Name: Kleavor Type: Bug, Rock Description: A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one’s only recourse is to flee."
901,"Dex Number: #0901 Ursaluna Ground · Normal Name: Ursaluna Type: Ground, Normal Description: I believe it was Hisui’s swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will."
902,"Dex Number: #0902 Basculegion Water · Ghost Name: Basculegion Type: Water, Ghost Description: Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui’s rivers is Basculegion’s equal."
903,"Dex Number: #0903 Sneasler Fighting · Poison Name: Sneasler Type: Fighting, Poison Description: Because of Sneasler’s virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs."
904,"Dex Number: #0904 Overqwil Dark · Poison Name: Overqwil Type: Dark, Poison Description: Its lancelike spikes and savage temperament have earned it the nickname “sea fiend.” It slurps up poison to nourish itself."
905,"Dex Number: #0905 Enamorus Fairy · Flying Name: Enamorus Type: Fairy, Flying Description: When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon’s love gives rise to the budding of fresh life across Hisui."
906,Dex Number: #0906 Sprigatito Grass Name: Sprigatito Type: Grass Description: Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.
907,"Dex Number: #0907 Floragato Grass Name: Floragato Type: Grass Description: Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents."
908,"Dex Number: #0908 Meowscarada Grass · Dark Name: Meowscarada Type: Grass, Dark Description: This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating."
909,Dex Number: #0909 Fuecoco Fire Name: Fuecoco Type: Fire Description: It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.
910,Dex Number: #0910 Crocalor Fire Name: Crocalor Type: Fire Description: The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.
911,"Dex Number: #0911 Skeledirge Fire · Ghost Name: Skeledirge Type: Fire, Ghost Description: The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul."
912,Dex Number: #0912 Quaxly Water Name: Quaxly Type: Water Description: This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.
913,"Dex Number: #0913 Quaxwell Water Name: Quaxwell Type: Water Description: These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully."
914,"Dex Number: #0914 Quaquaval Water · Fighting Name: Quaquaval Type: Water, Fighting Description: A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands."
915,Dex Number: #0915 Lechonk Normal Name: Lechonk Type: Normal Description: It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.
916,"Dex Number: #0916 Oinkologne Normal Name: Oinkologne Type: Normal Description: Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail."
917,"Dex Number: #0917 Tarountula Bug Name: Tarountula Type: Bug Description: The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy."
918,Dex Number: #0918 Spidops Bug Name: Spidops Type: Bug Description: It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.
919,"Dex Number: #0919 Nymble Bug Name: Nymble Type: Bug Description: It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs."
920,"Dex Number: #0920 Lokix Bug · Dark Name: Lokix Type: Bug, Dark Description: When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order."
921,Dex Number: #0921 Pawmi Electric Name: Pawmi Type: Electric Description: It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.
922,"Dex Number: #0922 Pawmo Electric · Fighting Name: Pawmo Type: Electric, Fighting Description: When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks."
923,"Dex Number: #0923 Pawmot Electric · Fighting Name: Pawmot Type: Electric, Fighting Description: This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements."
924,"Dex Number: #0924 Tandemaus Normal Name: Tandemaus Type: Normal Description: Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them."
925,"Dex Number: #0925 Maushold Normal Name: Maushold Type: Normal Description: The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure."
926,Dex Number: #0926 Fidough Fairy Name: Fidough Type: Fairy Description: This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.
927,"Dex Number: #0927 Dachsbun Fairy Name: Dachsbun Type: Fairy Description: The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages."
928,"Dex Number: #0928 Smoliv Grass · Normal Name: Smoliv Type: Grass, Normal Description: It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch."
929,"Dex Number: #0929 Dolliv Grass · Normal Name: Dolliv Type: Grass, Normal Description: Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone."
930,"Dex Number: #0930 Arboliva Grass · Normal Name: Arboliva Type: Grass, Normal Description: This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon."
931,"Dex Number: #0931 Squawkabilly Normal · Flying Name: Squawkabilly Type: Normal, Flying Description: These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory."
932,"Dex Number: #0932 Nacli Rock Name: Nacli Type: Rock Description: It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt."
933,Dex Number: #0933 Naclstack Rock Name: Naclstack Type: Rock Description: This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.
